time_window,avg_abs_power,avg_rel_power,sample_count,min_abs_power,max_abs_power,avg_abs_flow,total_flow_volume,start_time
"Row(start=Timestamp('2020-07-25 23:30:00'), end=Timestamp('2020-07-26 00:00:00'))",131509.44366357583,1315.0944366357587,60,0.0,291804.7046984819,0.0012233475426026146,3130356.4167950014,2020-07-25 23:30:00
"Row(start=Timestamp('2020-07-26 00:00:00'), end=Timestamp('2020-07-26 00:30:00'))",114325.57830898737,1143.2557830898738,60,0.0,270689.70143626066,0.0010684967399300623,3130484.9675267064,2020-07-26 00:00:00
"Row(start=Timestamp('2020-07-26 00:30:00'), end=Timestamp('2020-07-26 01:00:00'))",105064.67095138515,1050.6467095138516,59,0.0,313689.55283132306,0.0009781593334095124,3078431.931855505,2020-07-26 00:30:00
"Row(start=Timestamp('2020-07-26 01:00:00'), end=Timestamp('2020-07-26 01:30:00'))",105562.85601449614,1055.628560144961,60,0.0,313434.093291789,0.0009846519736775806,3130736.6991027175,2020-07-26 01:00:00
"Row(start=Timestamp('2020-07-26 01:30:00'), end=Timestamp('2020-07-26 02:00:00'))",117481.08265740088,1174.810826574009,60,0.0,325135.6980563412,0.0010944362144894235,3130863.5361027494,2020-07-26 01:30:00
"Row(start=Timestamp('2020-07-26 02:00:00'), end=Timestamp('2020-07-26 02:30:00'))",126823.42178958058,1268.234217895806,59,0.0,297949.7362425822,0.0011758695555260637,3078807.3030271037,2020-07-26 02:00:00
"Row(start=Timestamp('2020-07-26 02:30:00'), end=Timestamp('2020-07-26 03:00:00'))",138403.68793085904,1384.0368793085902,60,0.0,323867.78025432734,0.0012943535790226842,3131115.11926114,2020-07-26 02:30:00
"Row(start=Timestamp('2020-07-26 03:00:00'), end=Timestamp('2020-07-26 03:30:00'))",139782.46136889848,1397.8246136889845,60,0.0,322182.8650874622,0.001293305519444529,3131240.9474628265,2020-07-26 03:00:00
"Row(start=Timestamp('2020-07-26 03:30:00'), end=Timestamp('2020-07-26 04:00:00'))",145508.1960218878,1455.0819602188778,59,0.0,292382.8429806606,0.0013549278698957701,3079176.9094657875,2020-07-26 03:30:00
"Row(start=Timestamp('2020-07-26 04:00:00'), end=Timestamp('2020-07-26 04:30:00'))",136642.7029184924,1366.427029184924,60,0.0,328497.92611466075,0.0012668420150960887,3131494.6275812252,2020-07-26 04:00:00
"Row(start=Timestamp('2020-07-26 04:30:00'), end=Timestamp('2020-07-26 05:00:00'))",127575.09630306257,1275.7509630306258,60,0.0,326441.0154107013,0.0011916437403633943,3131620.908252117,2020-07-26 04:30:00
"Row(start=Timestamp('2020-07-26 05:00:00'), end=Timestamp('2020-07-26 05:30:00'))",110439.38970812956,1104.3938970812953,59,0.0,324775.9679643498,0.0010325163217003162,3079549.5149952685,2020-07-26 05:00:00
"Row(start=Timestamp('2020-07-26 05:30:00'), end=Timestamp('2020-07-26 06:00:00'))",101821.1657963084,1018.2116579630837,60,0.0,292806.88930484944,0.0009495419778093544,3131868.667379754,2020-07-26 05:30:00
"Row(start=Timestamp('2020-07-26 06:00:00'), end=Timestamp('2020-07-26 06:30:00'))",108111.16069682369,1081.1116069682369,60,0.0,293965.19260342483,0.0010016829418226158,3131991.5231861286,2020-07-26 06:00:00
"Row(start=Timestamp('2020-07-26 06:30:00'), end=Timestamp('2020-07-26 07:00:00'))",111752.30403750364,1117.5230403750365,59,0.0,272213.7315722614,0.001032249865875361,3079913.349706867,2020-07-26 06:30:00
"Row(start=Timestamp('2020-07-26 07:00:00'), end=Timestamp('2020-07-26 07:30:00'))",122982.76492482146,1229.8276492482144,60,0.0,284711.1485561438,0.0011405508359282886,3132238.6399294785,2020-07-26 07:00:00
"Row(start=Timestamp('2020-07-26 07:30:00'), end=Timestamp('2020-07-26 08:00:00'))",142227.4234217901,1422.274234217901,60,0.0,327943.4940379311,0.0013087643982223295,3132365.474585612,2020-07-26 07:30:00
"Row(start=Timestamp('2020-07-26 08:00:00'), end=Timestamp('2020-07-26 08:30:00'))",142592.051236523,1425.92051236523,59,0.0,322115.5613919865,0.0013210879801264946,3080283.0002984134,2020-07-26 08:00:00
"Row(start=Timestamp('2020-07-26 08:30:00'), end=Timestamp('2020-07-26 09:00:00'))",136364.05971274016,1363.6405971274019,60,0.0,334320.8034428076,0.0012500730618455926,3132613.5507010743,2020-07-26 08:30:00
"Row(start=Timestamp('2020-07-26 09:00:00'), end=Timestamp('2020-07-26 09:30:00'))",140507.2062150309,1405.0720621503092,60,0.0,341723.69967418484,0.0012891132811319044,3132739.1566942893,2020-07-26 09:00:00
"Row(start=Timestamp('2020-07-26 09:30:00'), end=Timestamp('2020-07-26 10:00:00'))",126353.18099291081,1263.531809929108,59,0.0,324206.3893042098,0.001157750559429129,3080650.5712260017,2020-07-26 09:30:00
"Row(start=Timestamp('2020-07-26 10:00:00'), end=Timestamp('2020-07-26 10:30:00'))",113055.58722319585,1130.5558722319586,60,0.0,274919.038431897,0.001051727786679566,3132990.2889633193,2020-07-26 10:00:00
"Row(start=Timestamp('2020-07-26 10:30:00'), end=Timestamp('2020-07-26 11:00:00'))",108649.08111590908,1086.4908111590903,60,0.0,290379.4606904639,0.0010095433886587863,3133113.431373151,2020-07-26 10:30:00
"Row(start=Timestamp('2020-07-26 11:00:00'), end=Timestamp('2020-07-26 11:30:00'))",102525.74090166713,1025.2574090166713,59,0.0,299605.7868372043,0.0009573757790630285,3081020.08576999,2020-07-26 11:00:00
"Row(start=Timestamp('2020-07-26 11:30:00'), end=Timestamp('2020-07-26 12:00:00'))",117844.31822706983,1178.4431822706981,60,0.0,319112.82436833886,0.0011028206911146718,3133368.6376927374,2020-07-26 11:30:00
"Row(start=Timestamp('2020-07-26 12:00:00'), end=Timestamp('2020-07-26 12:30:00'))",127459.37420985334,1274.593742098533,60,0.0,337415.7812045069,0.0012021243361449545,3133495.1634557126,2020-07-26 12:00:00
"Row(start=Timestamp('2020-07-26 12:30:00'), end=Timestamp('2020-07-26 13:00:00'))",141373.88501597595,1413.7388501597597,59,0.0,339124.75822693214,0.001327749375750368,3081397.1341789574,2020-07-26 12:30:00
"Row(start=Timestamp('2020-07-26 13:00:00'), end=Timestamp('2020-07-26 13:30:00'))",139251.9154944068,1392.5191549440685,60,0.0,342823.42332164163,0.0013058822343824008,3133750.9438982196,2020-07-26 13:00:00
"Row(start=Timestamp('2020-07-26 13:30:00'), end=Timestamp('2020-07-26 14:00:00'))",147559.48155267994,1475.594815526799,59,0.0,380470.9950978229,0.0012741917549344284,3081644.3673902685,2020-07-26 13:30:00
"Row(start=Timestamp('2020-07-26 14:00:00'), end=Timestamp('2020-07-26 14:30:00'))",136145.03542522364,1361.4503542522366,60,0.0,338477.0293246223,0.0012453567937438903,3133996.209406373,2020-07-26 14:00:00
"Row(start=Timestamp('2020-07-26 14:30:00'), end=Timestamp('2020-07-26 15:00:00'))",129515.69196627723,1295.156919662772,60,0.0,338482.384634884,0.0011866654573671532,3134122.031415005,2020-07-26 14:30:00
"Row(start=Timestamp('2020-07-26 15:00:00'), end=Timestamp('2020-07-26 15:30:00'))",123109.15011389612,1231.0915011389607,59,0.0,391336.442296503,0.0010719517837936446,3082009.9589798334,2020-07-26 15:00:00
"Row(start=Timestamp('2020-07-26 15:30:00'), end=Timestamp('2020-07-26 16:00:00'))",110230.0755901605,1102.3007559016048,60,0.0,402105.37808473286,0.0009948705545646018,3134373.8595591835,2020-07-26 15:30:00
"Row(start=Timestamp('2020-07-26 16:00:00'), end=Timestamp('2020-07-26 16:30:00'))",117863.23658280798,1178.6323658280796,60,0.0,405351.1458276788,0.0010226441333857363,3134504.2188993366,2020-07-26 16:00:00
"Row(start=Timestamp('2020-07-26 16:30:00'), end=Timestamp('2020-07-26 17:00:00'))",122013.50375469279,1220.135037546928,59,0.0,324546.15636735177,0.0010959328080395875,3082389.1018678797,2020-07-26 16:30:00
"Row(start=Timestamp('2020-07-26 17:00:00'), end=Timestamp('2020-07-26 17:30:00'))",147676.47114000554,1476.7647114000554,60,0.0,416905.0095554323,0.0012285878404933938,3134761.587755424,2020-07-26 17:00:00
"Row(start=Timestamp('2020-07-26 17:30:00'), end=Timestamp('2020-07-26 18:00:00'))",142405.31958309104,1424.0531958309105,60,0.0,391678.5507814547,0.0012427366447985005,3134887.1009856593,2020-07-26 17:30:00
"Row(start=Timestamp('2020-07-26 18:00:00'), end=Timestamp('2020-07-26 18:30:00'))",142685.74597559005,1426.8574597559,59,0.0,341229.54144504527,0.0012574050379622692,3082757.8605049285,2020-07-26 18:00:00
"Row(start=Timestamp('2020-07-26 18:30:00'), end=Timestamp('2020-07-26 19:00:00'))",129869.4385219652,1298.694385219652,60,0.0,257941.1179047424,0.0012333041085950958,3135127.1894646706,2020-07-26 18:30:00
"Row(start=Timestamp('2020-07-26 19:00:00'), end=Timestamp('2020-07-26 19:30:00'))",134494.26605966687,1344.9426605966685,60,0.0,279387.81480310496,0.001255051344841833,3135248.6801006235,2020-07-26 19:00:00
"Row(start=Timestamp('2020-07-26 19:30:00'), end=Timestamp('2020-07-26 20:00:00'))",128662.01898846457,1286.620189884646,59,0.0,297471.08768235263,0.0012073113428707433,3083117.7899935707,2020-07-26 19:30:00
"Row(start=Timestamp('2020-07-26 20:00:00'), end=Timestamp('2020-07-26 20:30:00'))",118653.60931946496,1186.536093194649,60,0.0,341933.66247371264,0.0010766192016607712,3135500.3832139657,2020-07-26 20:00:00
"Row(start=Timestamp('2020-07-26 20:30:00'), end=Timestamp('2020-07-26 21:00:00'))",103112.83997039717,1031.1283997039716,60,0.0,324091.20499410323,0.0009783636162086443,3135627.389866743,2020-07-26 20:30:00
"Row(start=Timestamp('2020-07-26 21:00:00'), end=Timestamp('2020-07-26 21:30:00'))",106545.91371303232,1065.4591371303234,59,0.0,321246.8842781814,0.0009826890824337457,3083490.852246501,2020-07-26 21:00:00
"Row(start=Timestamp('2020-07-26 21:30:00'), end=Timestamp('2020-07-26 22:00:00'))",118561.87308519232,1185.6187308519227,60,0.0,385359.5205477046,0.0010645665165119771,3135876.559027232,2020-07-26 21:30:00
"Row(start=Timestamp('2020-07-26 22:00:00'), end=Timestamp('2020-07-26 22:30:00'))",128230.5525893832,1282.3055258938323,60,0.0,323257.9567938064,0.0011905956807852388,3136004.304073919,2020-07-26 22:00:00
"Row(start=Timestamp('2020-07-26 22:30:00'), end=Timestamp('2020-07-26 23:00:00'))",135776.90736482374,1357.7690736482377,59,0.0,313330.93501786323,0.0012515430098132608,3083859.4132156526,2020-07-26 22:30:00
"Row(start=Timestamp('2020-07-26 23:00:00'), end=Timestamp('2020-07-26 23:30:00'))",137160.03041977383,1524.0003379974883,60,0.0,333194.0118120303,0.0012602916427326136,3136247.6498656934,2020-07-26 23:00:00
"Row(start=Timestamp('2020-07-26 23:30:00'), end=Timestamp('2020-07-27 00:00:00'))",141467.3382118671,1571.8593134651906,60,0.0,280129.845469395,0.0013064062641714779,3136372.8733410975,2020-07-26 23:30:00
"Row(start=Timestamp('2020-07-27 00:00:00'), end=Timestamp('2020-07-27 00:30:00'))",138960.3661013665,1544.004067792961,59,0.0,286820.6938288658,0.0012851164437575808,3084224.641553174,2020-07-27 00:00:00
"Row(start=Timestamp('2020-07-27 00:30:00'), end=Timestamp('2020-07-27 01:00:00'))",130223.3098912467,1446.925665458297,60,0.0,329078.14760181104,0.0012165351553446004,3136626.6421388583,2020-07-27 00:30:00
"Row(start=Timestamp('2020-07-27 01:00:00'), end=Timestamp('2020-07-27 01:30:00'))",113274.28220800307,1258.6031356444787,60,0.0,326407.5867457763,0.001052775846257722,3136754.6617855816,2020-07-27 01:00:00
"Row(start=Timestamp('2020-07-27 01:30:00'), end=Timestamp('2020-07-27 02:00:00'))",109074.82745400819,1211.9425272667575,59,0.0,337528.34602996067,0.0010117327673538324,3084601.221139613,2020-07-27 01:30:00
"Row(start=Timestamp('2020-07-27 02:00:00'), end=Timestamp('2020-07-27 02:30:00'))",106032.61402097372,1178.1401557885974,60,0.0,337152.2851896694,0.0009872721226229708,3137011.73024956,2020-07-27 02:00:00
"Row(start=Timestamp('2020-07-27 02:30:00'), end=Timestamp('2020-07-27 03:00:00'))",124270.58122637808,1380.7842358486455,60,0.0,333424.7452297244,0.0011528655359716222,3137141.331004285,2020-07-27 02:30:00
"Row(start=Timestamp('2020-07-27 03:00:00'), end=Timestamp('2020-07-27 03:30:00'))",137130.27054147658,1523.6696726830735,59,0.0,338203.5511603794,0.0012709942850349701,3084985.475960351,2020-07-27 03:00:00
"Row(start=Timestamp('2020-07-27 03:30:00'), end=Timestamp('2020-07-27 04:00:00'))",134485.02508985746,1494.2780565539713,60,0.0,276546.3247548427,0.0012503350767401312,3137400.650681107,2020-07-27 03:30:00
"Row(start=Timestamp('2020-07-27 04:00:00'), end=Timestamp('2020-07-27 04:30:00'))",139092.83104049746,1545.4759004499715,60,0.0,312385.620469613,0.0012961876832844577,3137527.019809783,2020-07-27 04:00:00
"Row(start=Timestamp('2020-07-27 04:30:00'), end=Timestamp('2020-07-27 05:00:00'))",143240.04703879025,1591.55607820878,59,0.0,273733.9656215502,0.0013138936728527115,3085357.6331718476,2020-07-27 04:30:00
"Row(start=Timestamp('2020-07-27 05:00:00'), end=Timestamp('2020-07-27 05:30:00'))",134755.36744796525,1497.281860532948,60,0.0,313208.582426246,0.0012388064213804159,3137776.170037258,2020-07-27 05:00:00
"Row(start=Timestamp('2020-07-27 05:30:00'), end=Timestamp('2020-07-27 06:00:00'))",132782.9745088367,1475.3663834315187,60,0.0,341415.63176784257,0.001224919631969848,3137903.2402274925,2020-07-27 05:30:00
"Row(start=Timestamp('2020-07-27 06:00:00'), end=Timestamp('2020-07-27 06:30:00'))",108589.94398323161,1206.5549331470181,59,0.0,284055.67292720254,0.001005337827554914,3085729.0215510447,2020-07-27 06:00:00
"Row(start=Timestamp('2020-07-27 06:30:00'), end=Timestamp('2020-07-27 07:00:00'))",108497.4952443766,1205.5277249375176,60,0.0,332449.3506460966,0.0010053511503461622,3138153.0687728208,2020-07-27 06:30:00
"Row(start=Timestamp('2020-07-27 07:00:00'), end=Timestamp('2020-07-27 07:30:00'))",112851.49765664546,1253.9055295182836,60,0.0,335324.96199794457,0.0010428192802652396,3138281.97996839,2020-07-27 07:00:00
"Row(start=Timestamp('2020-07-27 07:30:00'), end=Timestamp('2020-07-27 08:00:00'))",113483.25342313535,1260.9250380348374,59,0.0,278444.9110645791,0.0010519675969220257,3086101.7641793345,2020-07-27 07:30:00
"Row(start=Timestamp('2020-07-27 08:00:00'), end=Timestamp('2020-07-27 08:30:00'))",129515.35675074489,1439.0595194527207,60,0.0,311216.34972157015,0.0011950499339924022,3138531.60583831,2020-07-27 08:00:00
"Row(start=Timestamp('2020-07-27 08:30:00'), end=Timestamp('2020-07-27 09:00:00'))",135895.77302096732,1509.9530335663037,60,0.0,279372.032155711,0.0012574094788926845,3138656.704926121,2020-07-27 08:30:00
"Row(start=Timestamp('2020-07-27 09:00:00'), end=Timestamp('2020-07-27 09:30:00'))",144433.92769136993,1604.8214187929993,59,0.0,310312.62687352154,0.0013384076087485648,3086469.5042714607,2020-07-27 09:00:00
"Row(start=Timestamp('2020-07-27 09:30:00'), end=Timestamp('2020-07-27 10:00:00'))",138735.21897693633,1541.5024330770705,60,0.0,321957.8103655098,0.0012917334300772943,3138909.435562309,2020-07-27 09:30:00
"Row(start=Timestamp('2020-07-27 10:00:00'), end=Timestamp('2020-07-27 10:30:00'))",132841.17230169955,1476.0130255744393,60,0.0,319350.0981365172,0.0012422126150094222,3139034.7273770655,2020-07-27 10:00:00
"Row(start=Timestamp('2020-07-27 10:30:00'), end=Timestamp('2020-07-27 11:00:00'))",131639.5974209881,1462.6621935665341,59,0.0,347603.8376659318,0.0012171702083940761,3086840.681529871,2020-07-27 10:30:00
"Row(start=Timestamp('2020-07-27 11:00:00'), end=Timestamp('2020-07-27 11:30:00'))",109940.48129231246,1221.5609032479158,60,0.0,308730.6202902456,0.0010588021888321187,3139286.780228212,2020-07-27 11:00:00
"Row(start=Timestamp('2020-07-27 11:30:00'), end=Timestamp('2020-07-27 12:00:00'))",112557.53803387909,1250.6393114875452,60,0.0,383835.18750368065,0.001020023984440346,3139413.8772147195,2020-07-27 11:30:00
"Row(start=Timestamp('2020-07-27 12:00:00'), end=Timestamp('2020-07-27 12:30:00'))",112032.66000227293,1244.807333358588,59,0.0,346360.0259580837,0.0010002751668807708,3087218.118920543,2020-07-27 12:00:00
"Row(start=Timestamp('2020-07-27 12:30:00'), end=Timestamp('2020-07-27 13:00:00'))",123813.26055551347,1375.702895061261,60,0.0,351722.6773710797,0.0011080609890054523,3139673.340550874,2020-07-27 12:30:00
"Row(start=Timestamp('2020-07-27 13:00:00'), end=Timestamp('2020-07-27 13:30:00'))",128438.46959827218,1427.0941066474688,60,0.0,320480.71499349247,0.0011609879977023312,3139797.698640489,2020-07-27 13:00:00
"Row(start=Timestamp('2020-07-27 13:30:00'), end=Timestamp('2020-07-27 14:00:00'))",142388.98325237422,1582.099813915269,59,0.0,343667.49654899194,0.0012707278292100146,3087590.592652484,2020-07-27 13:30:00
"Row(start=Timestamp('2020-07-27 14:00:00'), end=Timestamp('2020-07-27 14:30:00'))",147147.99912150047,1634.9777680166724,60,0.0,350600.33813056897,0.0013064062641714796,3140047.5858788104,2020-07-27 14:00:00
"Row(start=Timestamp('2020-07-27 14:30:00'), end=Timestamp('2020-07-27 15:00:00'))",138972.7737851398,1544.1419309459977,60,0.0,323672.4062225698,0.0012568854491036069,3140172.378417293,2020-07-27 14:30:00
"Row(start=Timestamp('2020-07-27 15:00:00'), end=Timestamp('2020-07-27 15:30:00'))",141520.62697106146,1572.4514107895718,59,0.0,315129.6904015065,0.0012675303593105557,3087954.517488759,2020-07-27 15:00:00
"Row(start=Timestamp('2020-07-27 15:30:00'), end=Timestamp('2020-07-27 16:00:00'))",121339.12906635195,1348.212545181688,60,0.0,269827.4139269668,0.0010936501698058068,3140413.596069588,2020-07-27 15:30:00
"Row(start=Timestamp('2020-07-27 16:00:00'), end=Timestamp('2020-07-27 16:30:00'))",120157.04683954103,1335.078298217122,60,0.0,293095.34345087985,0.001083693603813325,3140536.5926260594,2020-07-27 16:00:00
"Row(start=Timestamp('2020-07-27 16:30:00'), end=Timestamp('2020-07-27 17:00:00'))",111642.5063341917,1240.47229260213,59,0.0,308732.9099873138,0.001006936562504644,3088318.1707818033,2020-07-27 16:30:00
"Row(start=Timestamp('2020-07-27 17:00:00'), end=Timestamp('2020-07-27 17:30:00'))",111665.26515022256,1240.7251683358065,60,0.0,298792.93363368395,0.00100063488224446,3140788.8692510943,2020-07-27 17:00:00
"Row(start=Timestamp('2020-07-27 17:30:00'), end=Timestamp('2020-07-27 18:00:00'))",117856.95483849625,1309.521720427736,60,0.0,292945.9019901557,0.0010585401739375798,3140915.403625405,2020-07-27 17:30:00
"Row(start=Timestamp('2020-07-27 18:00:00'), end=Timestamp('2020-07-27 18:30:00'))",133385.16163846108,1482.057351538457,59,0.0,296828.6399005369,0.0011851955093994853,3088691.1122055766,2020-07-27 18:00:00
"Row(start=Timestamp('2020-07-27 18:30:00'), end=Timestamp('2020-07-27 19:00:00'))",141455.01514469815,1571.7223904966456,60,0.0,308956.72692388674,0.0012616017172053086,3141165.9230641145,2020-07-27 18:30:00
"Row(start=Timestamp('2020-07-27 19:00:00'), end=Timestamp('2020-07-27 19:30:00'))",142507.98201791273,1583.4220224212524,60,0.0,328284.1051557826,0.001283086938557508,3141290.284429443,2020-07-27 19:00:00
"Row(start=Timestamp('2020-07-27 19:30:00'), end=Timestamp('2020-07-27 20:00:00'))",144852.0428010121,1609.467142233469,59,0.0,304713.18408374634,0.0013136272170277568,3089057.85224675,2020-07-27 19:30:00
"Row(start=Timestamp('2020-07-27 20:00:00'), end=Timestamp('2020-07-27 20:30:00'))",138895.14409379728,1543.2793788199695,60,0.0,314152.6161199475,0.0012372343320131815,3141538.9422022076,2020-07-27 20:00:00
"Row(start=Timestamp('2020-07-27 20:30:00'), end=Timestamp('2020-07-27 21:00:00'))",137514.87246176825,1527.9430273529806,60,0.0,305038.3017838217,0.0012359242575404861,3141666.443556063,2020-07-27 20:30:00
"Row(start=Timestamp('2020-07-27 21:00:00'), end=Timestamp('2020-07-27 21:30:00'))",118522.220440286,1316.9135604476228,59,0.0,320381.17425244616,0.0010466384804229268,3089429.615066036,2020-07-27 21:00:00
"Row(start=Timestamp('2020-07-27 21:30:00'), end=Timestamp('2020-07-27 22:00:00'))",114155.66913490456,1268.3963237211617,60,0.0,337615.00006009755,0.00102159607380758,3141918.756443719,2020-07-27 21:30:00
"Row(start=Timestamp('2020-07-27 22:00:00'), end=Timestamp('2020-07-27 22:30:00'))",111985.88381730576,1244.2875979700636,60,0.0,367356.78614585736,0.0009746954076850987,3142046.9517733203,2020-07-27 22:00:00
"Row(start=Timestamp('2020-07-27 22:30:00'), end=Timestamp('2020-07-27 23:00:00'))",126300.03844721975,1398.2408118747317,59,0.0,379127.9898855251,0.001112453069186792,3089805.692559681,2020-07-27 22:30:00
"Row(start=Timestamp('2020-07-27 23:00:00'), end=Timestamp('2020-07-27 23:30:00'))",129695.62089413808,1296.9562089413805,60,0.0,370009.4781788983,0.0011434329997682179,3142297.2275467706,2020-07-27 23:00:00
"Row(start=Timestamp('2020-07-27 23:30:00'), end=Timestamp('2020-07-28 00:00:00'))",129444.75654760753,1294.4475654760754,60,0.0,274710.94994267315,0.001217583214922756,3142421.8821577113,2020-07-27 23:30:00
"Row(start=Timestamp('2020-07-28 00:00:00'), end=Timestamp('2020-07-28 00:30:00'))",143363.7720526775,1433.6377205267759,59,0.0,332906.96626195544,0.0013725139543427948,3090170.9950818387,2020-07-28 00:00:00
"Row(start=Timestamp('2020-07-28 00:30:00'), end=Timestamp('2020-07-28 01:00:00'))",135431.0659498832,1354.3106594988315,60,0.0,320545.074469567,0.001287017161975592,3142672.326330606,2020-07-28 00:30:00
"Row(start=Timestamp('2020-07-28 01:00:00'), end=Timestamp('2020-07-28 01:30:00'))",128874.96448835635,1288.749644883564,59,0.0,316302.11962811014,0.001263799977761187,3090416.8384705633,2020-07-28 01:00:00
"Row(start=Timestamp('2020-07-28 01:30:00'), end=Timestamp('2020-07-28 02:00:00'))",127334.0276591214,1273.3402765912142,60,0.0,304715.9364490153,0.0011929538148360897,3142925.3945719074,2020-07-28 01:30:00
"Row(start=Timestamp('2020-07-28 02:00:00'), end=Timestamp('2020-07-28 02:30:00'))",110157.02242166796,1101.57022421668,60,0.0,268991.7996768679,0.0010354828632181477,3143048.957404916,2020-07-28 02:00:00
"Row(start=Timestamp('2020-07-28 02:30:00'), end=Timestamp('2020-07-28 03:00:00'))",107345.36088379254,1073.4536088379252,59,0.0,339149.00076631113,0.0010018739018305,3090788.05007529,2020-07-28 02:30:00
"Row(start=Timestamp('2020-07-28 03:00:00'), end=Timestamp('2020-07-28 03:30:00'))",114317.37219230112,1143.1737219230115,60,0.0,336197.48964846693,0.001070330844191835,3143304.485013841,2020-07-28 03:00:00
"Row(start=Timestamp('2020-07-28 03:30:00'), end=Timestamp('2020-07-28 04:00:00'))",108577.61076851976,1085.7761076851975,60,0.0,252326.49033870536,0.0010221201035966589,3143429.360891299,2020-07-28 03:30:00
"Row(start=Timestamp('2020-07-28 04:00:00'), end=Timestamp('2020-07-28 04:30:00'))",126931.4675943023,1269.3146759430228,59,0.0,333430.0502254802,0.001213706282669662,3091161.7196830474,2020-07-28 04:00:00
"Row(start=Timestamp('2020-07-28 04:30:00'), end=Timestamp('2020-07-28 05:00:00'))",134121.0294830572,1341.2102948305724,60,0.0,283655.76103415387,0.00126658000020155,3143679.3987559113,2020-07-28 04:30:00
"Row(start=Timestamp('2020-07-28 05:00:00'), end=Timestamp('2020-07-28 05:30:00'))",135553.5376740044,1355.5353767400445,60,0.0,337875.70030919823,0.001304310145015167,3143806.658508442,2020-07-28 05:00:00
"Row(start=Timestamp('2020-07-28 05:30:00'), end=Timestamp('2020-07-28 06:00:00'))",133749.96595850697,1337.4996595850696,59,0.0,322031.31550442753,0.001278455048133708,3091533.1137506044,2020-07-28 05:30:00
"Row(start=Timestamp('2020-07-28 06:00:00'), end=Timestamp('2020-07-28 06:30:00'))",128843.11013902105,1288.4311013902109,60,0.0,277558.0766198746,0.001214439036188287,3144052.647347341,2020-07-28 06:00:00
"Row(start=Timestamp('2020-07-28 06:30:00'), end=Timestamp('2020-07-28 07:00:00'))",125098.47610977673,1250.9847610977672,60,0.0,335023.82461695146,0.0011798530701091392,3144176.171748142,2020-07-28 06:30:00
"Row(start=Timestamp('2020-07-28 07:00:00'), end=Timestamp('2020-07-28 07:30:00'))",110182.06676392235,1101.8206676392238,59,0.0,295580.36581720464,0.001036246703249685,3091895.2356095263,2020-07-28 07:00:00
"Row(start=Timestamp('2020-07-28 07:30:00'), end=Timestamp('2020-07-28 08:00:00'))",114497.91699357283,1144.979169935728,60,0.0,346301.1744793222,0.0010100674184478633,3144424.5852191723,2020-07-28 07:30:00
"Row(start=Timestamp('2020-07-28 08:00:00'), end=Timestamp('2020-07-28 08:30:00'))",115170.19656278216,1151.7019656278212,60,0.0,318426.90791294933,0.0010312906249055238,3144555.6250899467,2020-07-28 08:00:00
"Row(start=Timestamp('2020-07-28 08:30:00'), end=Timestamp('2020-07-28 09:00:00'))",117013.93737187942,1170.139373718794,59,0.0,388783.1022534032,0.0009981435202811308,3092265.8722313745,2020-07-28 08:30:00
"Row(start=Timestamp('2020-07-28 09:00:00'), end=Timestamp('2020-07-28 09:30:00'))",131517.97637887078,1315.179763788707,60,0.0,291952.1993780365,0.0011698965041166572,3144798.5747548724,2020-07-28 09:00:00
"Row(start=Timestamp('2020-07-28 09:30:00'), end=Timestamp('2020-07-28 10:00:00'))",133666.09135408967,1336.6609135408971,60,0.0,298779.6483658213,0.0011895476212070823,3144920.89152269,2020-07-28 09:30:00
"Row(start=Timestamp('2020-07-28 10:00:00'), end=Timestamp('2020-07-28 10:30:00'))",141985.79606357045,1419.8579606357036,59,0.0,290597.4309600086,0.001281652518033167,3092623.473108683,2020-07-28 10:00:00
"Row(start=Timestamp('2020-07-28 10:30:00'), end=Timestamp('2020-07-28 11:00:00'))",143988.63473402077,1439.8863473402082,60,0.0,282500.8478938545,0.0013087643982223297,3145163.149144206,2020-07-28 10:30:00
"Row(start=Timestamp('2020-07-28 11:00:00'), end=Timestamp('2020-07-28 11:30:00'))",139064.9113409729,1390.6491134097282,60,0.0,298036.949984059,0.00126133970231077,3145290.639519168,2020-07-28 11:00:00
"Row(start=Timestamp('2020-07-28 11:30:00'), end=Timestamp('2020-07-28 12:00:00'))",132865.76340452238,1328.6576340452239,59,0.0,340108.26704615407,0.001207044887045789,3092993.3310157317,2020-07-28 11:30:00
"Row(start=Timestamp('2020-07-28 12:00:00'), end=Timestamp('2020-07-28 12:30:00'))",117334.03913869598,1173.3403913869597,60,0.0,333746.9858693299,0.0010669246505628286,3145542.961975955,2020-07-28 12:00:00
"Row(start=Timestamp('2020-07-28 12:30:00'), end=Timestamp('2020-07-28 13:00:00'))",112727.52179966231,1127.275217996623,60,0.0,334598.958638359,0.0010213340589130412,3145671.9706946053,2020-07-28 12:30:00
"Row(start=Timestamp('2020-07-28 13:00:00'), end=Timestamp('2020-07-28 13:30:00'))",107112.60568973642,1071.1260568973644,59,0.0,330679.37389701494,0.0009746954076850981,3093369.51608346,2020-07-28 13:00:00
"Row(start=Timestamp('2020-07-28 13:30:00'), end=Timestamp('2020-07-28 14:00:00'))",123163.3644506922,1231.633644506923,60,0.0,346682.02355561213,0.001119851659259707,3145928.227421976,2020-07-28 13:30:00
